brand_name,product_name,price_usd,product_description,ingredients,review_count,country
SOME BY MI,Retinol Intense Reactivating Serum,22.3,"This serum is infused with retinol, retinal and bakuchiol to boost skin elasticity and reduce signs of aging. It's created with patented elastic-liposome technology to deliver active ingredients deep into skin. The gentle formula gives a non-sticky, moisturizing finish without any irritation. Recommended for sensitive skin.","['water', ' cyclohexasiloxane', ' dicaprylyl carbonate', ' glycerin', ' methylpropanediol', ' 1', '2-hexanediol', ' niacinamide', ' hydrogenated poly(c6-14 olefin)', ' panthenol', ' tocopheryl acetate', ' piper methysticum leaf/root/stem extract', ' centella asiatica extract', ' panax ginseng berry extract', ' glycyrrhiza glabra (licorice) root extract', ' ficus carica (fig) fruit extract', ' centella asiatica leaf extract', ' centella asiatica root extract', ' melaleuca alternifolia (tea tree) leaf extract', ' artemisia capillaris extract', ' eclipta prostrata extract', ' melia azadirachta leaf extract', ' elaeis guineensis (palm) oil', ' hydrogenated lecithin', ' glyceryl stearate', ' bakuchiol', ' palmitic acid', ' sodium polyacrylate', ' stearic acid', ' xanthan gum', ' retinol (01 %)', ' acrylates/c10-30 alkyl acrylate crosspolymer', ' butylene glycol', ' dipotassium glycyrrhizate', ' adenosine', ' tromethamine', ' polyquaternium-51', ' beta-glucan', ' cetyl alcohol', ' bht', ' collagen', ' myristic acid', ' bha', ' leuconostoc/radish root ferment filtrate', ' tocopherol', ' bifida ferment lysate', ' ceramide np', ' saccharomyces ferment', ' retinal', ' asiaticoside', ' glyceryl polymethacrylate', ' madecassoside', ' propylene glycol', ' polyglyceryl-10 oleate', ' glycolipids', 'soybean', ' resveratrol', ' sucrose distearate', ' asiatic acid', ' madecassic acid', ' palmitoyl tripeptide-1', ' moringa oleifera seed oil', ' peg-100 stearate', ' polysorbate 20', 'fragrance', ' ethylhexylglycerin']",1531.0,South Korea
Rohto Mentholatum,Melano CC Vitamin C Essence,10.17,"Banish hyperpigmention and tone up skin with this lightweight essence chock-full of Vitamin C and Vitamin E derivatives. Quick-absorbent formula penetrates deep beneath the dermal layer to restore radiance to skin, while leaving no greasy residue.","['● active ingredients: ascorbic acid (active vitamin c)', ' tocopherol acetate (vitamin e derivative)', ' dipotassium glycyrrhizinate', ' isopropylmethylphenol ● other ingredients: vitamin c tetraisopalmitate', ' ethoxydiglycol', ' alpinia katsumadai seed extract (alpinia white)', ' bg', ' edetate', ' viscosity modifier', 'fragrance']",4704.0,South Korea
Anua,Peach 70 Niacin Serum,20.0,Your skin will feel peachy after using this serum blended with 70% peach fruit extract and 5% niacinamide to even out skin tone. The serum promotes clear and smooth skin by clarifying pores with Peach Yogurt Complex (containing peach flower extract and betaine salicylate). It moisturizes and nourishes skin with Vitamin B12 and hyaluronic acids.,"['water', ' glycerin', ' niacinamide (5%)', ' butylene glycol', ' diethoxyethyl succinate', 'water', ' 1', '2-hexanediol', ' lactobacillus ferment', ' sodium hyaluronate', ' sphingomonas ferment extract', 'alpha arbutin', ' melia azadirachta flower extract', ' ocimum sanctum leaf extract', ' melia azadirachta leaf extract', ' carthamus tinctorius (safflower) seed oil', ' salvia hispanica seed oil', ' curcuma longa (turmeric) root extract', ' corallina officinalis extract', ' hydrolyzed hyaluronic acid', ' chamaecyparis obtusa leaf extract', ' prunus persica (peach) flower extract', ' camellia sinensis seed oil', ' yeast ferment extract', ' centella asiatica extract', ' artemisia princeps leaf extract', ' candida bombicola/glucose/methyl rapeseedate ferment', ' pentylene glycol', ' polyglyceryl-10 laurate', ' betaine salicylate', ' sodium phytate', ' cellulose', ' caprylic/capric triglyceride', ' hydrogenated lecithin', ' panthenol', ' polyglutamic acid', ' linoleic acid', ' linolenic acid', ' polyglyceryl-10 oleate', ' sucrose palmitate', ' cyanocobalamin', ' 3-o-ethyl ascorbic acid', ' ceramide np', ' asiaticoside', ' madecassic acid', ' asiatic acid', ' xanthan gum', 'fragrance']",2743.0,South Korea
LINDSAY,Modeling Mask Cup Pack,3.0,"Coming in a thick, nourishing formulation that dries to a rubbery finish, LINDSAY’s modeling masks adhere closely to skin to promote quick delivery of active ingredients while lifting away impurities. The mask comes in different types targeting specific skin care concerns, including Cool Tea Tree to soothe and hydrate, Pearl to brighten and Charcoal to unclog pores. To use, mix powder with 7 to 8 spoonfuls of cold water before evenly applying mask onto face using the included spatula. Leave on for 15 minutes before peeling it off.","['diatomaceous earth', ' glucose', ' tapioca starch', ' dextrin', ' calcium sulfate', ' algin', ' tetrapotassium pyrophosphate', ' kaolin', ' houttuynia cordata extract', ' houttuynia cordata powder', ' artemisia princeps extract', ' artemisia princeps leaf extract', ' artemisia capillaris extract', ' artemisia princeps leaf powder', ' camellia sinensis leaf', ' camellia sinensis leaf powder', ' camellia sinensis leaf extract', ' solanum melongena (eggplant) fruit extract', ' opuntia coccinellifera flower extract', ' pinus densiflora leaf extract', ' camellia japonica leaf extract', ' paeonia lactiflora extract', ' chlorella vulgaris powder', ' theobroma cacao (cocoa) fruit powder', ' allantoin', ' betaine', ' portulaca oleracea extract', ' centella asiatica extract', 'aloe barbadensis leaf juice', ' magnesium carbonate', ' cellulose gum', ' dehydroacetic acid']",944.0,South Korea
SOME BY MI,Retinol Intense Advanced Triple Action Eye Cream,17.1,"Soften fine lines, remove dark circles and reduce signs of aging with this powerful eye cream infused with retinol to promote skin cell turnover, niacinamide for brightening benefits as well as hyaluronic acid and panthenol for deep hydration. For optimal effects, apply onto the inner corners of eyes before spreading outwards.","['water', ' glycerin', ' caprylic/capric triglyceride', ' dimethicone', ' polysorbate 60', ' niacinamide', ' methylpropanediol', ' cetyl alcohol', ' polymethylsilsesquioxane', ' centella asiatica extract', ' dioscorea japonica root extract', ' piper methysticum leaf/root/stem extract', ' melaleuca alternifolia (tea tree) leaf extract', ' panax ginseng berry extract', ' artemisia capillaris extract', ' ganoderma lucidum (mushroom) stem extract', ' chlorella vulgaris extract', 'soybean', ' nymphaea alba flower extract', ' elaeis guineensis (palm) oil', ' hydrogenated lecithin', ' sodium hyaluronate', ' 1', '2-hexanediol', ' dimethicone/vinyl dimethicone crosspolymer', ' panthenol', ' bht', ' cyclopentasiloxane', ' steareth-21', ' peg-10 dimethicone/vinyl dimethicone crosspolymer', ' polyacrylamide', ' steareth-2', ' isohexadecane', ' carbomer', ' hydroxyacetophenone', ' c13-14 isoparaffin', ' tromethamine', ' palmitic acid', ' polyquaternium-51', ' stearic acid', ' polysorbate 20', ' retinol(01%)', ' ethylhexylglycerin', ' glyceryl caprylate', ' tocopheryl acetate', ' polyglyceryl-10 myristate', ' peg-30 dipolyhydroxystearate', ' hydroxyethylcellulose', ' glycosyl trehalose', ' beta-glucan', ' glyceryl polymethacrylate', ' laureth-7', ' butylene glycol', ' disodium edta', ' hydrogenated starch hydrolysate', ' adenosine', ' raffinose', ' dipotassium glycyrrhizate', ' lecithin', ' tocopherol', ' pentylene glycol', ' bha', ' myristic acid', ' tranexamic acid', ' propanediol', ' dipropylene glycol', ' disodium phosphate', ' caprylyl glycol', ' collagen', ' madecassic acid', ' biosaccharide gum-1', ' asiaticoside', ' sodium palmitoyl proline', ' leuconostoc/radish root ferment filtrate', ' asiatic acid', ' glutathione', ' retinal', ' madecassoside', ' sodium phosphate', ' ferulic acid', ' acetyl hexapeptide-8', ' ammonium acryloyldimethyltaurate/vp copolymer', ' tetrahydropiperine', ' phloretin', ' arginine', 'fragrance']",1698.0,South Korea
SKIN 1004,Madagascar Centella Tone Brightening Capsule Ampoule,10.5,This lightweight and watery dual-function ampoule moisturizes and brightens skin. The patented ingredient MadeWhite™ contains cica-derived madecassoside and niacinamide for brightening and soothing properties. It’s boosted with 2% tranexamic acid and Vitamin C for synergic brightening effects.,"['water', ' butylene glycol', ' niacinamide', ' glycerin', ' tranexamic acid', ' 1', '2-hexanediol', ' betaine', ' centella asiatica extract', ' zea mays (corn) starch', ' xanthan gum', ' microcrystalline cellulose', ' mannitol', ' panthenol', ' pentylene glycol', ' ethylhexylglycerin', ' hydroxyethylcellulose', ' madecassoside', ' acrylates/ c10-30 alkyl acrylate crosspolymer', ' arginine', ' hydrogenated lecithin', ' xylitylglucoside', ' anhydroxylitol', ' xylitol', ' glucose', ' 3-o-ethyl ascorbic acid', ' lactobacillus ferment']",582.0,South Korea
VT,Reedle Shot 100 2 Step Mask,3.0,"Improve skin texture and shrink enlarged pores with this two-step mask pack. The first step contains VT’s Reedle Shot 100, a skin treatment formulated with CICAHYALON™ for hydrating and soothing care. It’s powered by Cica Reedle™, an innovative skin care technology that imitates microneedling treatment to deliver low-molecular active ingredients deep into skin. The second step of mask includes the Reedle Shot Balance Mask that locks in moisture on skin and enhances the effectiveness of the Reedle Shot 100 ampoule. Suitable for all skin types including sensitive skin.","['water', ' dipropylene glycol', ' glycerin', ' niacinamide', ' butylene glycol', ' macadamia ternifolia seed oil', ' 1', '2-hexanediol', ' ethylhexyl palmitate', ' sodium acrylate/sodium acryloyldimethyl taurate copolymer', ' polyisobutene', ' silica', ' glycereth-26', ' ethylhexylglycerin', ' caprylyl glycol', ' adenosine', ' sodium polyacrylate', ' sodium hyaluronate', ' centella asiatica extract', ' caprylyl/capryl glucoside', ' sorbitan oleate', ' xanthan gum', ' propolis extract', ' asiaticoside', ' madecassoside', ' madecassic acid', ' asiatic acid', ' glycine', ' serine', ' glutamic acid', ' aspartic acid', ' leucine', ' alanine', ' lysine', ' arginine', ' tyrosine', ' phenylalanine', ' threonine', ' proline', ' valine', ' isoleucine', ' histidine', ' methionine', 'water', ' butylene glycol', ' glycerin', ' niacinamide', ' isopentyldiol', ' betaine', ' dipropylene glycol', ' 1', '2-hexanediol', ' hydroxyacetophenone', ' sodium polyacrylate', ' hydroxyethyl acrylate/sodium acryloyldimethyl taurate copolymer', ' ammonium acryloyldimethyltaurate/vp copolymer', ' olea europaea (olive) fruit oil', ' allantoin', ' butyrospermum parkii (shea) butter', ' caprylic/capric triglyceride', ' hydrogenated lecithin', ' squalane', ' ethylhexylglycerin', ' xanthan gum', ' adenosine', ' disodium edta', ' sorbitan isostearate', ' ceramide np', ' cholesterol', ' melaleuca alternifolia (tea tree) leaf extract', ' phytosphingosine', ' centella asiatica extract', ' oleic acid', ' stearic acid', ' hydrolyzed collagen', ' silica', ' sodium hyaluronate', ' tocopherol', ' brassica campestris (rapeseed) sterols', ' asiaticoside', ' asiatic acid', ' madecassic acid', ' madecassoside', ' propolis extract']",28.0,South Korea
Anua,Heartleaf 77 Clear Pad,22.4,"Drenched with Anua’s Heartleaf 77% Soothing Toner, these toner pads deliver ample moisture and soothe skin irritation. They contain a blend of plant-based extracts to control sebum production and tighten enlarged pores. The toner pads come with an embossed side to slough away dead skin cells and impurities for soft and smooth skin.","['houttuynia cordata extract (77%)', 'water', ' gluconolactone', ' propanediol', ' tromethamine', ' butylene glycol', ' 1', '2-hexanediol', ' betaine', ' ammonium acryloyldimethyltaurate/vp copolymer', ' ulmus davidiana root extract', ' pueraria lobata root extract', ' pinus palustris leaf extract', ' oenothera biennis (evening primrose) flower extract', ' camellia sinensis leaf extract', ' coix lacryma-jobi ma-yuen seed extract', ' portulaca oleracea extract', ' centella asiatica extract', ' madecassoside', ' asiatic acid', ' asiaticoside', ' madecassic acid', ' sodium phytate']",4025.0,South Korea
celimax,The Real Noni Acne Bubble Cleanser,16.5,"Thoroughly rid skin of impurities and excess sebum without stripping it of moisture with this pH-balanced foam cleanser. Noni extract and ACZERO Complex in the formula provide brightening and soothing effects, while BHA gently exfoliates away dead skin cells for soft and supple skin. The hypoallergenic formula is suitable for all skin types including sensitive and acne-prone skin.","['water', ' cocamidopropyl betaine', ' butylene glycol', ' glycerin', ' potassium cocoyl glycinate', ' lauramide dea', ' sodium chloride', ' disodium cocoamphodiacetate', ' sodium cocoyl glutamate', ' panthenol', ' 1', '2-hexanediol', ' methylpropanediol', ' morinda citrifolia extract(03%)', ' allantoin', 'salicylic acid', ' caprylyl glycol', ' sodium benzoate', ' dipotassium glycyrrhizate', ' rosmarinus officinalis (rosemary) leaf oil', ' salix alba (willow) bark extract', ' camellia sinensis leaf extract', ' centella asiatica leaf extract', ' cladosiphon okamuranus extract', ' decyl glucoside', ' buteth-3', ' piroctone olamine', ' disodium edta', ' citric acid', ' melia azadirachta leaf extract', ' coffea arabica (coffee) seed extract', ' sodium benzotriazolyl butylphenol sulfonate', ' melia azadirachta flower extract', ' prunus mume fruit extract', ' lonicera japonica (honeysuckle) flower extract', ' scutellaria baicalensis root extract', ' citrus aurantium bergamia (bergamot) leaf extract', ' pinus densiflora leaf extract', ' tributyl citrate', ' theobroma cacao (cocoa) extract', ' dextrin', ' pinus palustris leaf extract', ' ulmus davidiana root extract', ' oenothera biennis (evening primrose) extract', ' pueraria lobata root extract']",78.0,South Korea
COSRX,AHA/BHA Clarifying Treatment Toner,14.0,"Spray bottle design makes it easy to add this toner to your skin regimen or to refresh your face whenever you like. Enriched with 10% pyrus malus or apple water, the water provides gentle exfoliation to get rid of dead surface skin cells and excess oil while prepping your skin to receive the nourishment and treatment from your other skin care products.","['water', 'water', 'water', ' butylene glycol', ' 1', '2-hexanediol', ' sodium lactate', ' glycolic acid', ' betaine salicylate', ' allantoin', ' panthenol', ' ethyl hexanedio']",11095.0,South Korea
I'm from,Rice Cream,21.0,"Formulated with rice bran ceramide, I’m from’s simple but powerful vegan moisturizer effectively controls sebum, locks in moisture and strengthens skin, producing a revitalized glow. Comes in a silky cream texture that melts instantly into skin.","['water', 'water', ' glycerin', ' butylene glycol', ' cetyl ethylhexanoate', ' pentaerythrityl tetraethylhexanoate', ' hydrogenated polyisobutene', ' synthetic beeswax', ' butyrospermum parkii (shea) butter', ' polyglyceryl-3 methylglucose distearate', ' vinyl dimethicone', ' pentylene glycol', ' 1', '2-hexanediol', ' behenyl alcohol', ' glyceryl stearate', ' ammonium acryloyldimethyltaurate/vp copolymer', ' bisabolol', ' cetearyl olivate', ' panthenol', ' sorbitan olivate', ' caprylyl glycol', ' ethylhexylglycerin', ' xanthan gum', ' adenosine', ' trisodium ethylenediamine disuccinate', ' sodium hyaluronate', ' ceramide np', ' hydrolyzed hyaluronic acid', ' oryza sativa (rice) bran oil', ' tocopherol', ' phytosphingosine', ' caprylic/capric triglyceride', ' hydrogenated lecithin']",1487.0,South Korea
Purito SEOUL,Wonder Releaf Centella Cream Unscented,14.7,"Formerly the Centella Unscented Recovery Cream, this newly repackaged version of PURITO’s beloved moisturizer is anchored in K-Beauty staples like cica, squalane and ceramide NP for calming, barrier-supporting and moisturizing care. The formula is fragrance-free.","['water', 'caprylic/capric triglyceride', 'macadamia ternifolia seed oil', 'squalane', 'butylene glycol', 'cetearyl alcohol', 'glycerin', 'centella asiatica extract', 'niacinamide', '', '2- hexanediol', 'potassium cetyl phosphate', 'behenic acid', 'betaine', 'tromethamine', 'butyrospermum parkii (shea) butter', 'hydrogenated lecithin', 'palmitic acid', 'stearic acid', 'caprylyl glycol', 'candida bombicola/glucose/methyl rapeseedate ferment', 'carbomer', 'xanthan gum', 'hydroxyethylcellulose', 'oryza sativa (rice) germ oil', 'cocos nucifera (coconut) oil', 'sodium carbomer', 'adenosine', 'asiaticoside', 'asiatic acid', 'phytosphingosine', 'ceramide np', 'madecassic acid', 'myristic acid', 'arachidic acid', 'tremella fuciformis (mushroom) extract', 'perilla ocymoides seed extract', 'sodium hyaluronate', 'beta-glucan']",1296.0,South Korea
APLB,Glutathione Niacinamide Ampoule Serum,9.8,"This do-it-all ampoule offers brightening, moisturizing and anti-aging benefits to satisfy all your skin care needs. It’s enriched with 1,000ppm of glutathione and 20,000ppm of niacinamide to revitalize dull skin. Serum contains hyaluronic acid and beta-glucan to deliver a moisture boost, as well as collagen and adenosine to improve skin elasticity. Cica complex in the formula offers a soothing touch.","['water', ' centella asiatica extract (292%)', ' butylene glycol', ' propanediol', ' niacinamide (20', '000ppm)', ' glycerin', ' diethoxyethyl succinate', ' panthenol', ' sodium hyaluronate', ' allantoin', ' glutathione (1', '000ppm)', ' sodium polyacryloyldimethyl taurate', ' glyceryl acrylate/acrylic acid copolymer', ' nelumbo nucifera extract', ' artemisia annua extract', ' oryza sativa (rice) extract', ' saccharomyces ferment', ' solanum melongena (eggplant) fruit extract', ' melaleuca alternifolia (tea tree) leaf extract', ' hydrolyzed collagen', ' squalane', ' beta-glucan', ' dipropylene glycol', ' hippophae rhamnoides fruit extract', ' adenosine', ' madecassic acid', ' asiaticoside', ' asiatic acid', ' caprylic/capric triglyceride', ' hydrogenated lecithin', ' glyceryl stearate', ' cholesterol', ' styrene/acrylates copolymer', ' cellulose gum', ' xanthan gum', ' inulin', ' cellulose', ' glucose', ' fructose', ' citric acid', ' disodium edta', ' hydroxyacetophenone', ' 1', '2-hexanediol', ' ethylhexylglycerin', ' dipotassium glycyrrhizate', ' sodium citrate']",1461.0,South Korea
VT,Reedle Shot All In One 3 Step Mask,3.46,"VT’s Reedle Shot All In One 3 Step Mask is designed to deliver hydrating and elasticity care deep into skin. Each step contains VT’s CICA REEDLE™ made up of micro-sized mineral-derived particles that mimic microneedling treatments to help ingredients absorb deeper into skin. Step 1 is the Reedle Shot 300, an essence formulated with moisturizing hyaluronic acid and collagen-boosting amino acids. Step 2 is the Reedle Shot Mask, a sheet mask drenched with peptides, panthenol and hyaluronic acid for smooth and hydrated skin. Step 3 is the Reedle Shot Lifting Cream formulated with collagen and elastin to boost skin elasticity and lock in moisture.","['water', ' dipropylene glycol', ' glycerin', ' niacinamide', ' butylene glycol', ' macadamia ternifolia seed oil', ' 1', '2-hexanediol', ' ethylhexyl palmitate', ' silica', ' sodium acrylate/sodium acryloyldimethyl taurate copolymer', ' polyisobutene', ' glycereth-26', ' ethylhexylglycerin', ' caprylyl glycol', ' adenosine', ' sodium polyacrylate', ' centella asiatica extract', ' sodium hyaluronate', ' caprylyl/capryl glucoside', ' sorbitan oleate', ' xanthan gum', ' propolis extract', ' asiaticoside', ' madecassoside', ' madecassic acid', ' asiatic acid', ' glycine', ' serine', ' glutamic acid', ' aspartic acid', ' leucine', ' alanine', ' lysine', ' arginine', ' tyrosine', ' phenylalanine', ' threonine', ' proline', ' valine', ' isoleucine', ' histidine', ' methionine', 'water', ' butylene glycol', ' cetyl ethylhexanoate', ' glycerin', ' niacinamide', ' glyceryl stearate', ' dimethicone', ' peg-100 stearate', ' 1', '2-hexanediol', ' polysorbate 60', ' betaine', ' simmondsia chinensis (jojoba) seed oil', ' helianthus annuus (sunflower) seed oil', ' butyrospermum parkii (shea) butter', ' ammonium acryloyldimethyltaurate/vp copolymer', ' palmitic acid', ' stearic acid', ' squalane', ' tocopheryl acetate', ' allantoin', ' caprylyl glycol', ' xylitylglucoside', ' adenosine', ' ethylhexylglycerin', ' xanthan gum', ' anhydroxylitol', ' disodium edta', ' xylitol', ' panthenol', ' glucose', 'centella asiatica extract', ' silica', ' sodium hyaluronate', ' propolis extract', ' polyglyceryl-10 laurate', ' asiaticoside', ' madecassoside', ' madecassic acid', ' asiatic acid', ' palmitoyl pentapeptide-4', ' palmitoyl tripeptide-1', ' hexapeptide-9', ' acetyl hexapeptide-8', ' tripeptide-1', 'water', ' glycerin', ' cetyl ethylhexanoate', ' brassica campestris (rapeseed) sterols', ' cholesterol', ' phytosteryl/behenyl/octyldodecyl lauroyl glutamate', ' hydrogenated lecithin', ' collagen extract', ' cocos nucifera (coconut) oil', ' niacinamide', ' macadamia ternifolia seed oil', ' squalane', ' polyglyceryl-10 laurate', ' 1', '2-hexanediol', ' panthenol', ' human umbilical mesenchymal stem cell conditioned media extract', ' sodium stearoyl glutamate', ' carbomer', ' tromethamine', ' sodium hyaluronate', ' adenosine', ' hydrolyzed elastin', ' silica', ' ethylhexylglycerin', ' leuconostoc/radish root ferment filtrate', ' hydrolyzed hyaluronic acid', ' caprylyl glycol', ' centella asiatica extract(01ppm)', ' acetyl hexapeptide-8', 'fragrance']",134.0,South Korea
iUNIK,Centella Calming Gel Cream 60ml,12.0,"Infused with 72% centella leaf water and 10% tea tree leaf water, this lightweight gel cream soothes and clarifies skin, leaving it refreshed and resilient. Other key ingredients in the calming gel include bergamot fruit oil, broccoli extract, licorice root extract and wheat germ extract, which provide antioxidant and nourishing care as well as brightening effects to treat skin concerns such as blemishes and wrinkles. After toner step in your skin care routine, apply a moderate amount and tap skin to aid absorption. Oil-free and lightweight formula is suitable for various skin types including oily skin and sensitive skin.","['water', ' butylene glycol', 'water', 'water', ' 1', '2-hexanediol', ' niacinamide', ' methyl trimethicone', ' acrylates/c10-30 alkyl acrylate crosspolymer', ' arginine', ' caprylyl glycol', ' dimethicone', ' dimethicone/vinyl dimethicone crosspolymer', ' centella asiatica extract', ' allantoin', ' melaleuca alternifolia (tea tree) leaf extract', ' ethylhexylglycerin', ' adenosine', ' dipotassium glycyrrhizate', ' citrus aurantium bergamia (bergamot) fruit oil', ' pentylene glycol', ' sodium hyaluronate', ' medicago sativa (alfalfa) extract', ' brassica oleracea italica (broccoli) extract', ' triticum vulgare (wheat) sprout extract', ' brassica oleracea capitata (cabbage) leaf extract', ' brassica campestris (rapeseed) extract', ' raphanus sativus (radish) seed extract', ' aspalathus linearis extract', ' glycyrrhiza glabra (licorice) root extract', ' commiphora myrrha resin extract', ' perilla frutescens leaf extract']",9440.0,South Korea
haruharu wonder,Black Rice Bakuchiol Eye Cream,15.4,"Improve the appearance of wrinkles and fine lines around the eyes using this eye cream formulated with 5,000ppm of bakuchiol and 2,000ppm of moisturizing Korean black rice extract. It also contains bamboo shoot extract to provide antioxidant care. Made with Ultra-Deep Technology™, this formula effectively delivers active ingredients to skin.","['water', ' glycerin', ' helianthus annuus (sunflower) seed oil', ' caprylic/capric triglyceride', ' niacinamide', ' 1', '2-hexanediol', ' cetyl alcohol', ' cetearyl alcohol c14-22 alcohols', ' bakuchiol', ' stearyl alcohol', ' carbomer', ' cetearyl glucoside', ' tromethamine', ' butylene glycol', ' oryza sativa (rice) extract', ' cetyl palmitate', ' c12-20 alkyl glucoside', ' sodium acrylate/sodium acryloyldimethyl taurate copolymer', ' sorbitan palmitate', ' sorbitan olivate', ' polyisobutene', ' myristyl alcohol', ' phyllostachys pubescens shoot bark extract', ' zanthoxylum', ' piperitum fruit extract', ' usnea barbata (lichen) extract', ' pulsatilla koreana extract', ' aspergillus ferment', ' ethylhexylglycerin', ' panax ginseng root extract', ' cydodextrin', ' adenosine', ' lauryl alcohol', ' sodium hyaluronate', ' disodium edta', ' capryly/capryl glucoside', ' sorbitan oleate', ' glucose', ' wheat', ' amino acids', ' natto gum', ' pentylene glycol', ' madecassoside']",2337.0,South Korea
medicube,Triple Collagen Serum 4.0,17.5,This serum is enriched with Triple Collagen Complex to improve skin suppleness while giving skin a glowy finish. It’s suitable for all skin type including sensitive skin.,"['water', ' glycerin', ' butylene glycol', ' cetyl ethylhexanoate', ' 1', '2-hexanediol', 'denatured alcohol', ' niacinamide', ' glycereth-26', ' adenosine', ' hydrolyzed collagen', ' hyaluronic acid', ' hydrolyzed hyaluronic acid', ' sodium hyaluronate', ' soluble collagen', ' collagen extract', ' atelocollagen', ' propanediol', ' cyclopentasiloxane', ' trehalose', ' carbomer', ' cetearyl olivate', ' tromethamine', ' cyclohexasiloxane', ' sorbitan olivate', ' ethylhexylglycerin', ' disodium edta', ' dimethicone', 'fragrance']",253.0,South Korea
haruharu wonder,Black Rice Probiotics Barrier Essence,19.6,"This essence is anchored in the brand’s 5 Ceramide Complex and 5 Fatty Acids Complex to boost barrier strength, as well as well phytosterol and cholesterol to firm and hydrate skin. The lightweight formula also includes galactomyces ferment filtrate to boost skin elasticity, as well as antioxidant-rich black rice lees extract to soothe and strengthen skin. Formulated free of potentially irritating ingredients such as GMOs, silicone and alcohol, the essence is dermatologically tested to be suitable for all skin types.","['water', ' butylene glycol', ' helianthus annuus (sunflower) seed oil', ' caprylic/capric triglyceride', ' hydrogenated polyisobutene', ' limnanthes alba (meadowfoam) seed oil', ' butylene glycol dicaprylate/dicaprate', ' 1', '2-hexanediol', ' potassium cetyl phosphate', ' cetearyl alcohol', ' hydroxyacetophenone', ' glycerin', ' glyceryl stearate', ' oryza sativa (rice) extract(2', '000ppm)', ' phyllostachys pubescens shoot bark extract(2', '000ppm)', ' hydrogenated lecithin', ' polyglyceryl-10 laurate', ' polyglyceryl-3 methylglucose distearate', ' xanthan gum', ' galactomyces ferment filtrate (1', '000ppm)', ' panthenol', ' bifida ferment filtrate(1', '000ppm)', ' aspergillus ferment', ' ethylhexylglycerin', ' acrylates/c10-30 alkyl acrylate crosspolymer', ' ceramide np', ' disodium edta', ' pentylene glycol', ' tromethamine', ' butyrospermum parkii (shea) butter', ' phytosterols', ' oryza sativa (rice) lees extract(100ppm)', ' panax ginseng root extract', ' stearic acid', ' palmitic acid', ' caprylyl glycol', ' squalane', ' hydrolyzed wheat protein', ' cyclodextrin', ' arachidic acid', ' myristic acid', ' oleic acid', ' ceramide ns', ' phytosphingosine', ' cholesterol', ' ceramide as', ' ceramide ap', ' ceramide eop']",294.0,South Korea
Beauty of Joseon,Light On Serum Centella + Vita C,15.3,"Restore skin’s luminosity with this brightening serum infused with 10% 3-O-ethyl ascorbic acid (a Vitamin C derivative) to combat hyperpigmentation and uneven skin tone without irritating skin. Enriched with 68% centella asiatica extract, the lightweight and fast-absorbing formula fights against external aggressors while soothing and hydrating skin.","['centella asiatica extract', ' 3-o-ethyl ascorbic acid', ' glycerin', ' propanediol', ' betaine', ' dicaprylyl carbonate', ' methyl trimethicone', ' cetyl ethylhexanoate', ' panthenol', ' laminaria japonica extract', ' eclipta prostrata leaf extract', ' phellodendron amurense bark extract', ' citrus unshiu peel extract', ' brassica oleracea acephala leaf extract', ' hydrolyzed gardenia florida extract', ' hydrogenated lecithin', ' cetearyl alcohol', 'water', ' dimethicone/vinyl dimethicone crosspolymer', ' silica', ' bisabolol', ' potassium cetyl phosphate', ' hydrolyzed jojoba esters', ' cetearyl olivate', ' sorbitan olivate', ' hydroxyethyl acrylate/sodium acryloyldimethyl taurate copolymer', ' ammonium acryloyldimethyltaurate/beheneth-25 methacrylate crosspolymer', ' xanthan gum', ' polyglyceryl-10 myristate', ' adenosine', ' fructooligosaccharides', ' beta-glucan', ' butylene glycol', ' sorbitan isostearate', ' hydrolyzed hyaluronic acid', ' maltodextrin', ' arginine', ' carbomer', ' ascorbic acid polypeptide', ' 1', '2-hexanediol', ' hydroxyacetophenone', ' ethylhexylglycerin']",769.0,South Korea
